service_id,date,exception_type
"T0_1","20170612","2"
"T0_3","20170612","2"
"T0+a5_1","20170612","2"
"T0+ao_1","20170612","2"
"T0+li_1","20170612","2"
"T0+lk_1","20170612","2"
"T0+lm_1","20170612","2"
"T0+pb_1","20170612","2"
"T0+pc_1","20170612","2"
"T0+pp_1","20170612","2"
"T0+pr_1","20170612","2"
"T0+pt_1","20170612","2"
"T0+px_1","20170612","2"
"UW","20170619","2"
"UW","20170626","2"
