stop_id,stop_name,stop_lat,stop_lon
"10122","Exeter Rd/Maroondah Hwy (Croydon)","-37.7704751040127","145.295617496854"
"10187","Exeter Rd/Maroondah Hwy (Croydon North)","-37.7704457773699","145.295459224002"
"10545","Yendon Rd/Harbours Rd (Yendon)","-37.6365997170968","143.972314147008"
"1055","Hotel/Hamilton Hwy (Darlington)","-37.9989850739347","143.044687095898"
"12451","Yendon Rd/Harbours Rd (Yendon)","-37.6364925791299","143.972352488699"
"13761","Hudson Park/Sydney St (Kilmore)","-37.2949521712989","144.951707614532"
"13762","Hudson Park/Sydney St (Kilmore)","-37.2957068794249","144.952093254788"
"13763","High St/Romsey Rd (Lancefield)","-37.2781181180929","144.736606717502"
"13764","High St/Romsey Rd (Lancefield)","-37.2780499434397","144.736811760623"
"13765","Woodend - Wallan Rd/Melbourne - Lancefield Rd (Romsey)","-37.3500899679552","144.742811606745"
"13766","Woodend - Wallan Rd/Melbourne - Lancefield Rd (Romsey)","-37.3501614152201","144.743249723281"
"13767","Power St/High St (Pyalong)","-37.1218339700111","144.858127997429"
"13768","Power St/High St (Pyalong)","-37.1217375258836","144.858277028241"
"13769","General Store/Northern Hwy (Tooborac)","-37.0439568881693","144.798604862844"
"13770","General Store/Northern Hwy (Tooborac)","-37.0444407619416","144.798939424012"
"14929","Forest St/Warrenheip St (Buninyong)","-37.6488756309209","143.884310758031"
"15096","Jennings St/Northern Hwy (Heathcote)","-36.927405979295","144.71185195711"
"15097","Jennings St/Northern Hwy (Heathcote)","-36.9274686717915","144.712299114896"
"15098","Axedale Rd/Northern Hwy (Toolleen)","-36.7208857522455","144.682763295417"
"15099","Axedale Rd/Northern Hwy (Toolleen)","-36.7208158718579","144.682877351035"
"15100","Bendigo-Murchison Rd/Northern Hwy (Myola)","-36.59909812058","144.652968458118"
"15101","Bendigo-Murchison Rd/Northern Hwy (Myola)","-36.5991088889007","144.653057554329"
"15102","Elmore Railway Station (Elmore)","-36.4953111645532","144.607893680669"
"15103","Elmore Railway Station (Elmore)","-36.4953516694929","144.608115689274"
"15105","Rochester Railway Station (Rochester)","-36.3622710607229","144.698717406247"
"15109","Blair St/Cobb Hwy (Moama (NSW))","-36.1142846584288","144.756111907767"
"15110","Caltex Service Station/Cobb Hwy (Mathoura (NSW))","-35.8127585867718","144.902577610194"
"15111","344 Whitelock St (Deniliquin (NSW))","-35.528431796376","144.961395031952"
"15112","Border Service Station/Murray St (Barham (NSW))","-35.6299006640732","144.125922826481"
"15113","Thompson St/Main St (Koondrook)","-35.6435727591925","144.131196495987"
"15114","King Albert Ave/Leitchville Rd (Leitchville)","-35.9036371449297","144.301115308436"
"15115","Newsagent/Murray Valley Hwy (Gunbower)","-35.9562893869437","144.368796833151"
"15116","Newsagent/Murray Valley Hwy (Gunbower)","-35.9559829236865","144.368795918636"
"15117","General Store/Murray Valley Hwy (Torrumbarry)","-36.0289328143839","144.516565858211"
"15118","Singer Rd/Lockington Rd (Lockington)","-36.271738524494","144.535785662436"
"15119","Singer Rd/Lockington Rd (Lockington)","-36.2716761622515","144.535821014969"
"15120","Mangan St/Henderson Rd (Tongala)","-36.2499473616254","144.948283590988"
"15121","Mangan St/Henderson Rd (Tongala)","-36.2498085885896","144.948075780285"
"15122","Transit Centre/Union St (Kyabram)","-36.3143755526964","145.047681751927"
"15123","Mill St/McLennan St (Mooroopna)","-36.394078046933","145.361331509799"
"15124","Mill St/Midland Hwy (Mooroopna)","-36.3945712401502","145.361142757613"
"15126","Shepparton Railway Station (Shepparton)","-36.3840481928267","145.406180081126"
"15127","Fraser St/Wyndham St (Shepparton)","-36.3798388541286","145.399465844225"
"15128","Fraser St/Wyndham St (Shepparton)","-36.3796441777951","145.399737380476"
"15130","Moira Lakes Rd/Murray St (Barmah)","-36.0175665687257","144.957743717297"
"15131","Milk Bar/Echuca - Nathalia Rd (Picola)","-35.9989309979448","145.110966659026"
"15137","Milk Bar/Station St (Girgarre)","-36.397074779389","144.980858109513"
"15139","Birdwood Ave/Brundenell St (Stanhope)","-36.4457146089841","144.982587881563"
"15140","Birdwood Ave/Brundenell St (Stanhope)","-36.4459554189328","144.982436610051"
"15143","High St/Moora Rd (Rushworth)","-36.5856665508492","145.014726811123"
"15144","School St/Moora Rd (Rushworth)","-36.5854619351518","145.014888525847"
"15145","Murchison/Stevenson St (Murchison)","-36.6168703217898","145.218176655133"
"15666","Forest St/Warrenheip St (Buninyong)","-37.6489713400548","143.884182106453"
"16091","Princes Fwy (Darnum)","-38.1862701525704","146.002019315398"
"16096","Yarragon Railway Station (Yarragon)","-38.203345224481","146.06286623064"
"1613","Webster St/Dunlop St (Mortlake)","-38.0806918412025","142.804773626383"
"16231","Castlemaine Railway Station (Castlemaine)","-37.0628458965788","144.214158542594"
"16234","Kangaroo Flat Station/High St (Kangaroo Flat)","-36.7950365564332","144.24452320064"
"16235","Kangaroo Flat Station/High St (Kangaroo Flat)","-36.7950195049609","144.244176448519"
"16238","Bendigo Station/Railway Pl (Bendigo)","-36.7659284087151","144.282103706379"
"16240","Victoria St/High St (Eaglehawk)","-36.7193176750224","144.254586814055"
"16243","Maiden Gully Rd/Calder Hwy (Maiden Gully)","-36.7425722102066","144.210994567438"
"16244","Maiden Gully Rd/Calder Hwy (Maiden Gully)","-36.7427840871321","144.209654385943"
"16245","Marong General Store/Calder Hwy (Marong)","-36.7355039203943","144.132058422298"
"16246","Marong General Store/Calder Hwy (Marong)","-36.7354320608082","144.132441770642"
"16247","Park St/Calder Hwy (Bridgewater)","-36.6016745253419","143.941344724261"
"16248","Park St/Calder Hwy (Bridgewater)","-36.601447176911","143.941264297854"
"16249","Houston St/Calder Hwy (Inglewood)","-36.5748559315326","143.86780634494"
"16250","Houston St/Calder Hwy (Inglewood)","-36.5753078680768","143.868201447282"
"16251","Jacka Park/Chapel St (Wedderburn)","-36.4185035586519","143.612965032056"
"16252","Jacka Park/Chapel St (Wedderburn)","-36.4181082351406","143.613639995341"
"16253","Travellers Rest/John Curtin Dr (Charlton)","-36.2683521407422","143.350876684171"
"16254","Teddywaddy Rd/Calder Hwy (Teddywaddy)","-36.19551819885","143.340079870806"
"16255","Teddywaddy Rd/Calder Hwy (Teddywaddy)","-36.1954406225353","143.340194645881"
"16257","Glenloth Rd/Calder Hwy (Glenloth)","-36.1390126839488","143.287059098541"
"16258","Post Office/Calder Hwy (Wycheproof)","-36.0769359639788","143.225765479357"
"16259","Nullawil - Birchip Rd/Calder Hwy (Nullawil)","-35.8531218490396","143.177118697628"
"16260","Nullawil - Birchip Rd/Calder Hwy (Nullawil)","-35.852971028773","143.177192350684"
"16261","Garage/Main St (Culgoa)","-35.7179835196742","143.108101888589"
"16262","Caltex Service Station/Calder Hwy (Berriwillock)","-35.6382431561305","142.998972989834"
"16263","Caltex Service Station/Calder Hwy (Berriwillock)","-35.6381838606223","142.999086314625"
"16264","Newsagency/Best St (Sea Lake)","-35.504270390913","142.849805611151"
"16266","McGregor's Garage/Donald - Swan Hill Rd (Lalbert)","-35.6707728312341","143.375328701424"
"16267","Gear Ave/Warrenheip St (Mount Helen)","-37.6281184388447","143.879955830598"
"16268","Gear Ave/Warrenheip St (Mount Helen)","-37.6280059305468","143.880130466613"
"16269","Navigators Rd (Navigators)","-37.6083727064439","143.935427867103"
"16270","Navigators Rd (Navigators)","-37.6082928775219","143.935476448384"
"16271","Warrenheip Rd/Navigators Rd (Warrenheip)","-37.5848554981295","143.917428587577"
"16272","Warrenheip Rd/Navigators Rd (Warrenheip)","-37.5846740107203","143.917379468198"
"16273","Sovereign Hill/Bradshaw St (Golden Point (3350))","-37.5746113060421","143.866162088245"
"16274","Sovereign Hill/Bradshaw St (Golden Point (3350))","-37.5746299070789","143.86618394876"
"16287","Morwell Railway Station (Morwell)","-38.2368499765059","146.397734646695"
"16289","Newborough TAFE/Monash Rd (Yallourn)","-38.1760700425813","146.307823661043"
"16291","Centre Valley Rd/Princes Dr (Morwell)","-38.2355995665285","146.428847566118"
"16292","Mid Valley Shopping Centre/Mid Valley Dr (Morwell)","-38.236846207098","146.431305956229"
"16295","Traralgon Railway Station (Traralgon)","-38.1983554580592","146.538456495411"
"16297","Traralgon Plaza SC/Franklin St (Traralgon)","-38.194425868636","146.538424198563"
"16298","Latrobe St/Princes Hwy (Rosedale)","-38.1509919240899","146.784688042564"
"16299","Latrobe St/Princes Hwy (Rosedale)","-38.1513821973455","146.786182044219"
"16301","Gippsland Shopping Centre/Cunninghame St (Sale)","-38.1072261736574","147.063511370193"
"16302","Sale Railway Station (Sale)","-38.1035985193805","147.054600197504"
"16307","Lindenow Rd/Princes Hwy (Lindenow)","-37.881011852116","147.421780072426"
"16308","Lindenow Rd/Princes Hwy (Lindenow)","-37.8812729392054","147.421861161788"
"16309","Bairnsdale Railway Station (Bairnsdale)","-37.8286212885202","147.6276129144"
"16313","Bailey St/Princes Hwy (Bairnsdale)","-37.8255138735382","147.632279443051"
"16314","Bailey St/Princes Hwy (Bairnsdale)","-37.826120767379","147.631716475403"
"16316","General Store/Princes Hwy (Nicholson)","-37.8166363585787","147.739057988795"
"16386","General Store/Princes Hwy (Johnsonville)","-37.8200960027024","147.831203405445"
"16388","General Store/Princes Hwy (Swan Reach)","-37.8219948112819","147.856766813278"
"16390","Hunters Lane/Princes Hwy (Kalimna West)","-37.8688540031277","147.95722252657"
"16516","Hunters Lane/Princes Hwy (Kalimna West)","-37.8700030805196","147.957783126602"
"16554","Lookout Rd/Princes Hwy (Kalimna)","-37.879243712491","147.961893953857"
"16556","Post Office/Princes Hwy (Lakes Entrance)","-37.8814335126396","147.982663463397"
"16558","Police Station/Roadknight St (Lakes Entrance)","-37.877587618762","147.99523369832"
"16559","Monica St/Guthrie St (Quambatook)","-35.8508122650503","143.520840698122"
"16834","Station St/High St (Cranbourne)","-38.1016489968361","145.28264788536"
"16934","Barraport East Rd/Boort - Quambatook Rd (Barraport)","-36.0090148081958","143.669194943806"
"16935","Barraport East Rd/Boort - Quambatook Rd (Barraport)","-36.0091721308438","143.669343590146"
"16936","Information Centre/Godfrey St (Boort)","-36.1162232265756","143.722497135303"
