route_id,agency_id,route_short_name,route_long_name,route_type
"4-526-mjp-1","","526","Reservoir - Coburg","3"
"4-527-mjp-1","","527","Northland SC - Gowrie","3"
"4-528-mjp-1","","528","Craigieburn Station - Craigieburn South","3"
"4-529-mjp-1","","529","Craigieburn - Craigieburn North","3"
"4-530-mjp-1","","530","Campbellfield - Coburg","3"
"4-531-mjp-1","","531","Upfield - North Coburg","3"
"4-532-mjp-1","","532","Broadmeadows - Craigieburn","3"
"4-533-mjp-1","","533","Craigieburn - Craigieburn North","3"
"4-534-mjp-1","","534","Glenroy - Coburg","3"
"4-536-mjp-1","","536","Glenroy - Gowrie","3"
"4-537-mjp-1","","537","Craigieburn - Craigieburn West","3"
"4-538-mjp-1","","538","Broadmeadows - Somerset Estate","3"
"4-540-mjp-1","","540","Broadmeadows - Upfield","3"
"4-541-mjp-1","","541","Roxburgh Park - Broadmeadows Station","3"
"4-542-mjp-1","","542","Pascoe Vale - Roxburgh Park","3"
"4-543-mjp-1","","543","Greenvale Gardens - Roxburgh Park","3"
"4-544-mjp-1","","544","Craigieburn - Roxburgh Park","3"
"4-546-mjp-1","","546","Heidelberg - Melbourne University","3"
"4-548-mjp-1","","548","Kew - La Trobe University","3"
"4-549-mjp-1","","549","Ivanhoe - Northland SC","3"
"4-550-mjp-1","","550","La Trobe University - Northland SC","3"
"4-551-mjp-1","","551","La Trobe University - Heidelberg","3"
"4-x56-mjp-1","","552","Northcote Plaza - North East Reservoir","3"
"4-553-mjp-1","","553","Preston - West Preston","3"
"4-554-mjp-1","","554","Lalor","3"
"4-55x-mjp-1","","555","Epping Plaza SC - Northland SC","3"
"4-X55-mjp-1","","556","Northland SC - Epping Plaza SC","3"
"4-557-mjp-1","","557","Thomastown","3"
"4-558-mjp-1","","558","Reservoir - Reservoir","3"
"4-559-mjp-1","","559","Thomastown Station","3"
"4-X59-mjp-1","","561","Pascoe Vale - Macleod","3"
"4-564-mjp-1","","564","Bundoora RMIT - South Morang Station","3"
"4-566-mjp-1","","566","Lalor - Northland SC","3"
"4-567-mjp-1","","567","Regent - Northcote","3"
"4-569-mjp-1","","569","South Morang Station - Epping Plaza SC","3"
"4-B57-mjp-1","","570","Bundoora RMIT - Thomastown","3"
"4-577-mjp-1","","577","South Morang Station - Epping Plaza SC","3"
"4-578-mjp-1","","578","Warrandyte - Eltham","3"
"4-579-mjp-1","","579","Warrandyte - Eltham","3"
"4-580-mjp-1","","580","Eltham - Diamond Creek","3"
"4-58a-mjp-1","","582","Nyora Road - Eltham Station","3"
"4-600-mjp-1","","600","Southland Shopping Centre - St Kilda Station","3"
"4-601-mjp-1","","601","Monash University (Clayton) - Huntingdale Station","3"
"4-6O5-mjp-1","","605","Gardenvale - City","3"
"4-606-mjp-1","","606","Elsternwick Station - Fishermans Bend","3"
"4-609-mjp-1","","609","Fairfield - Kew/Hawthorn","3"
"4-612-mjp-1","","612","Chadstone SC - Box Hill","3"
"4-623-mjp-1","","623","St. Kilda - Glen Waverley","3"
"4-624-mjp-1","","624","Kew - Oakleigh","3"
"4-625-mjp-1","","625","Elsternwick - Chadstone SC","3"
"4-626-mjp-1","","626","Middle Brighton - Chadstone SC","3"
"4-630-mjp-1","","630","Elwood - Monash University","3"
"4-631-mjp-1","","631","Southland SC - Waverley Gardens SC","3"
"4-663-mjp-1","","663","Lilydale - Belgrave","3"
"4-664-mjp-1","","664","Knox City SC - Chirnside Park SC","3"
"4-670-mjp-1","","670","Ringwood - Lilydale","3"
"4-671-mjp-1","","671","Croydon - Chirnside Park SC","3"
"4-672-mjp-1","","672","Croydon - Chirnside Park SC","3"
"4-673-mjp-1","","673","Lillydale Lake","3"
"4-675-mjp-1","","675","Chirnside Park SC - Mooroolbark","3"
"4-676-mjp-1","","676","Lilydale","3"
"4-677-mjp-1","","677","Lilydale - Chirnside Park SC","3"
"4-679-mjp-1","","679","Ringwood - Chirnside Park SC","3"
"4-680-mjp-1","","680","Lilydale - Mooroolbark","3"
"4-681-mjp-1","","681","Knox City SC (Clockwise)","3"
"4-682-mjp-1","","682","Knox City SC (Anti-Clockwise)","3"
"4-683-mjp-1","","683","Warburton - Chirnside Park SC","3"
"4-684-mjp-1","","684","Eildon - Melbourne","3"
"4-685-mjp-1","","685","Lilydale - Healesville","3"
"4-686-mjp-1","","686","Healesville - Badger Creek","3"
"4-687-mjp-1","","687","Chum Creek - Healesville","3"
"4-688-mjp-1","","688","Croydon - Upper Ferntree Gully","3"
"4-689-mjp-1","","689","Montrose - Croydon Station","3"
"4-690-mjp-1","","690","Croydon - Boronia","3"
"4-691-mjp-1","","691","Boronia - Waverley Gardens SC","3"
"4-693-mjp-1","","693","Oakleigh - Belgrave","3"
"4-694-mjp-1","","694","Belgrave - Mt Dandenong","3"
"4-695-mjp-1","","695","Belgrave - Gembrook","3"
"4-69F-mjp-1","","695F","Gembrook - Fountain Gate","3"
"4-696-mjp-1","","696","Monbulk - Olinda","3"
"4-697-mjp-1","","697","Belgrave - Belgrave South","3"
"4-699-mjp-1","","699","Belgrave - Upwey","3"
"4-701-mjp-1","","701","Oakleigh - Bentleigh","3"
"4-703-mjp-1","","703","Middle Brighton - Blackburn","3"
"4-704-mjp-1","","704","Oakleigh - Clayton","3"
"4-705-mjp-1","","705","Mordialloc - Springvale","3"
"4-706-mjp-1","","706","Mordialloc - Chelsea","3"
"4-708-mjp-1","","708","Hampton - Carrum","3"
"4-709-mjp-1","","709","Mordialloc - Noble Park Station","3"
"4-732-mjp-1","","732","Upper Ferntree Gully - Box Hill","3"
"4-733-mjp-1","","733","Oakleigh - Box Hill","3"
"4-734-mjp-1","","734","Glen Iris - Glen Waverley","3"
"4-735-mjp-1","","735","Box Hill - Nunawading","3"
"4-736-mjp-1","","736","Blackburn - Mitcham","3"
"4-737-mjp-1","","737","Monash University - Croydon","3"
"4-738-mjp-1","","738","Mitcham - Knox City","3"
"4-740-mjp-1","","740","Mitcham - Vermont East","3"
"4-742-mjp-1","","742","Eastland SC - Chadstone SC","3"
"4-745-mjp-1","","745","Bayswater - Wantirna /  Boronia","3"
"4-753-mjp-1","","753","Glen Waverley - Bayswater","3"
"4-754-mjp-1","","754","Rowville - Glen Waverley","3"
"4-755-mjp-1","","755","Bayswater - Knox City SC","3"
"4-757-mjp-1","","757","Knox City SC - Scoresby","3"
"4-758-mjp-1","","758","Knox City SC - Knoxfield","3"
"4-765-mjp-1","","765","Mitcham - Box Hill","3"
"4-766-mjp-1","","766","Burwood - Box Hill","3"
"4-767-mjp-1","","767","Southland SC - Box Hill","3"
"4-X57-mjp-1","","768","Deakin University - Box Hill","3"
"4-770-mjp-1","","770","Frankston - Karingal","3"
"4-771-mjp-1","","771","Langwarrin - Frankston","3"
"4-772-mjp-1","","772","Frankston - Eliza Heights","3"
"4-773-mjp-1","","773","Frankston - Frankston South","3"
"4-774-mjp-1","","774","Frankston - Delacombe Park","3"
"4-775-mjp-1","","775","Frankston - Lakewood","3"
"4-776-mjp-1","","776","Frankston - Pearcedale","3"
"4-777-mjp-1","","777","Karingal  SC - McClelland Drive","3"
"4-778-mjp-1","","778","Kananook Station - Carrum Downs","3"
"4-779-mjp-1","","779","Frankston - Belvedere","3"
"4-780-mjp-1","","780","Frankston - Carrum","3"
"4-781-mjp-1","","781","Frankston - Mt Martha","3"
"4-782-mjp-1","","782","Flinders - Frankston","3"
"4-783-mjp-1","","783","Frankston - Hastings","3"
"4-784-mjp-1","","784","Frankston - Osborne","3"
"4-785-mjp-1","","785","Frankston - Mornington East","3"
"4-786-mjp-1","","786","Rye - St Andrews Beach","3"
"4-787-mjp-1","","787","Safety Beach - Sorrento","3"
"4-788-mjp-1","","788","Frankston - Portsea","3"
"4-789-mjp-1","","789","Langwarrin - Frankston Station","3"
"4-790-mjp-1","","790","Frankston Station - Langwarrin","3"
"4-791-mjp-1","","791","Cranbourne Station - Frankston Station","3"
"4-792-mjp-1","","792","Cranbourne Station - Botanic Ridge and Pearcedale","3"
"4-795-mjp-1","","795","Warneet - Cranbourne","3"
"4-796-mjp-1","","796","Cranbourne Station - Clyde","3"
"4-798-mjp-1","","798","Selandra Rise - Cranbourne Park SC","3"
"4-799-mjp-1","","799","Merinda Park Station - The Avenue Village SC","3"
"4-800-mjp-1","","800","Dandenong - Chadstone SC","3"
"4-802-mjp-1","","802","Dandenong - Chadstone SC","3"
"4-804-mjp-1","","804","Dandenong - Chadstone SC","3"
"4-811-mjp-1","","811","Dandenong - Brighton","3"
"4-812-mjp-1","","812","Dandenong - Brighton","3"
"4-813-mjp-1","","813","Dandenong - Waverley Gardens SC","3"
"4-814-mjp-1","","814","Springvale South - Dandenong","3"
"4-815-mjp-1","","815","Dandenong - Noble Park","3"
"4-821-mjp-1","","821","Southland SC - Clayton","3"
"4-822-mjp-1","","822","Chadstone SC - Sandringham","3"
"4-823-mjp-1","","823","North Brighton - Southland SC","3"
"4-824-mjp-1","","824","Moorabbin - Keysborough","3"
"4-825-mjp-1","","825","Moorabbin - Southland SC","3"
"4-828-mjp-1","","828","Hampton Station - Berwick Station","3"
"4-831-mjp-1","","831","Berwick Station - Kingsmere Estate","3"
"4-832-mjp-1","","832","Frankston - Carrum Downs","3"
"4-833-mjp-1","","833","Frankston - Carrum Downs","3"
"4-z20-mjp-1","","834","Berwick Station","3"
"4-z30-mjp-1","","835","Berwick Station","3"
"4-836-mjp-1","","836","Berwick Station - Eden Rise SC","3"
"4-837-mjp-1","","837","Berwick Station - Beaconsfield East","3"
"4-838-mjp-1","","838","Fountain Gate SC - Emerald","3"
"4-839-mjp-1","","839","North Berwick - Berwick Station","3"
"4-840-mjp-1","","840","Pakenham - Gembrook","3"
"4-84I-mjp-1","","841","Narre Warren North - Cranbourne","3"
"4-842-mjp-1","","842","Fountain Gate SC - Endeavour Hills SC","3"
"4-843-mjp-1","","843","Endeavour Hills - Dandenong Station","3"
"4-844-mjp-1","","844","Doveton - Dandenong","3"
"4-845-mjp-1","","845","Dandenong - Endeavour Hills","3"
"4-846-mjp-1","","846","Berwick Station - Eden Rise SC","3"
"4-847-mjp-1","","847","Berwick Station - The Avenue Village SC","3"
"4-848-mjp-1","","848","Brandon Park SC - Dandenong","3"
"4-849-mjp-1","","849","Dandenong - Mossgiel Park","3"
"4-850-mjp-1","","850","Dandenong - Glen Waverley","3"
"4-857-mjp-1","","857","Dandenong - Chelsea","3"
"4-858-mjp-1","","858","Edithvale - Aspendale Gardens","3"
"4-861-mjp-1","","861","Dandenong - Endeavour Hills","3"
"4-862-mjp-1","","862","Dandenong - Chadstone SC","3"
"4-863-mjp-1","","863","Hampton Park SC - Endeavour Hills SC","3"
"4-885-mjp-1","","885","Glen Waverley - Springvale","3"
"4-886-mjp-1","","886","Rosebud - Chisholm TAFE Rosebud Campus","3"
"4-X62-mjp-1","","887","Monash University (Peninsula Campus) - Rosebud","3"
"4-X62-A-mjp-1","","887","Monash University (Peninsula Campus) - Rosebud","3"
"4-890-mjp-1","","890","Dandenong Station - Lynbrook Station","3"
"4-891-mjp-1","","891","Lynbrook Station - Fountain Gate SC","3"
"4-892-mjp-1","","892","Casey Central SC - Dandenong Station","3"
"4-893-mjp-1","","893","Dandenong Station - Cranbourne Park SC","3"
"4-894-mjp-1","","894","Amberly Park - Hallam  Station","3"
"4-895-mjp-1","","895","Fountain Gate SC - Narre Warren South","3"
"4-897-mjp-1","","897","Clyde - Lynbrook Station","3"
"4-898-mjp-1","","898","Cranbourne East - Cranbourne Station","3"
"4-899-mjp-1","","899","Berwick Station - The Avenue Village SC","3"
"4-900-mjp-1","","900","Caulfield - Stud Park SC","3"
"4-901-mjp-1","","901","Melbourne Airport - Frankston","3"
"4-902-mjp-1","","902","Airport West - Chelsea","3"
"4-903-mjp-1","","903","Altona - Mordialloc","3"
"4-905-mjp-1","","905","City (King/Lonsdale Sts) - The Pines SC","3"
"4-906-mjp-1","","906","City (King/Lonsdale Sts) - Warrandyte","3"
"4-907-mjp-1","","907","City (King/Lonsdale Sts) - Mitcham","3"
"4-908-mjp-1","","908","City (King/Lonsdale Sts) - The Pines SC","3"
"4-922-mjp-1","","922","St Kilda Station - Southland Shopping Centre","3"
"4-923-mjp-1","","923","St Kilda Station - Southland Shopping Centre","3"
"4-925-mjp-1","","925","Pakenham Station - Lakeside","3"
"4-926-mjp-1","","926","Fountain Gate SC - Pakenham Station","3"
"4-927-mjp-1","","927","Pakenham Station - Pakenham North","3"
"4-928-mjp-1","","928","Cardinia Road Station - Pakenham Station","3"
"4-929-mjp-1","","929","Pakenham Station - Pakenham North (Army Rd)","3"
