route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"8-961-mjp-1","T0+a6","5942.T0.8-961-mjp-1.1.H","8-961-mjp-1.1.H","City","0"
"8-941-mjp-1","T2","409.T2.8-941-mjp-1.1.H","8-941-mjp-1.1.H","City","0"
"8-941-mjp-1","T2","6905.T2.8-941-mjp-1.2.R","8-941-mjp-1.2.R","Watergardens","1"
"8-941-mjp-1","T2","6906.T2.8-941-mjp-1.2.R","8-941-mjp-1.2.R","Watergardens","1"
"8-941-mjp-1","T2","6907.T2.8-941-mjp-1.2.R","8-941-mjp-1.2.R","Watergardens","1"
"8-942-mjp-1","T2","6062.T2.8-942-mjp-1.1.H","8-942-mjp-1.1.H","City","0"
"8-942-mjp-1","T2","6063.T2.8-942-mjp-1.1.H","8-942-mjp-1.1.H","City","0"
"8-942-mjp-1","T2","6064.T2.8-942-mjp-1.1.H","8-942-mjp-1.1.H","City","0"
"8-942-mjp-1","T2","6065.T2.8-942-mjp-1.1.H","8-942-mjp-1.1.H","City","0"
"8-942-mjp-1","T2","6908.T2.8-942-mjp-1.2.R","8-942-mjp-1.2.R","St Albans","1"
"8-942-mjp-1","T2","6909.T2.8-942-mjp-1.2.R","8-942-mjp-1.2.R","St Albans","1"
"8-942-mjp-1","T2","6910.T2.8-942-mjp-1.2.R","8-942-mjp-1.2.R","St Albans","1"
"8-942-mjp-1","T2","6911.T2.8-942-mjp-1.2.R","8-942-mjp-1.2.R","St Albans","1"
"8-942-mjp-1","T2","6912.T2.8-942-mjp-1.2.R","8-942-mjp-1.2.R","St Albans","1"
"8-943-mjp-1","T2","6068.T2.8-943-mjp-1.1.H","8-943-mjp-1.1.H","Watergardens Station","0"
"8-943-mjp-1","T2","6069.T2.8-943-mjp-1.1.H","8-943-mjp-1.1.H","Watergardens Station","0"
"8-943-mjp-1","T2","6913.T2.8-943-mjp-1.2.R","8-943-mjp-1.2.R","Melton","1"
"8-943-mjp-1","T2","6914.T2.8-943-mjp-1.2.R","8-943-mjp-1.2.R","Melton","1"
