route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"1-Sht-C-mjp-1","T0","1535.T0.1-Sht-C-mjp-1.1.H","1-Sht-C-mjp-1.1.H","Shepparton","0"
"1-Sht-C-mjp-1","T0","1536.T0.1-Sht-C-mjp-1.2.H","1-Sht-C-mjp-1.2.H","Shepparton","0"
"1-Sht-C-mjp-1","T0","1538.T0.1-Sht-C-mjp-1.2.H","1-Sht-C-mjp-1.2.H","Shepparton","0"
"1-Sht-C-mjp-1","T0","1537.T0.1-Sht-C-mjp-1.3.H","1-Sht-C-mjp-1.3.H","Shepparton","0"
"1-Sht-C-mjp-1","T0","1969.T0.1-Sht-C-mjp-1.5.R","1-Sht-C-mjp-1.5.R","Melbourne","1"
"1-Sht-C-mjp-1","T0","1970.T0.1-Sht-C-mjp-1.6.R","1-Sht-C-mjp-1.6.R","Melbourne","1"
"1-Sht-C-mjp-1","T0","1971.T0.1-Sht-C-mjp-1.7.R","1-Sht-C-mjp-1.7.R","Melbourne","1"
"1-Sht-C-mjp-1","T0","1972.T0.1-Sht-C-mjp-1.7.R","1-Sht-C-mjp-1.7.R","Melbourne","1"
"1-V01-C-mjp-1","T0","1499.T0.1-V01-C-mjp-1.1.H","1-V01-C-mjp-1.1.H","Albury","0"
"1-V01-C-mjp-1","T0","1500.T0.1-V01-C-mjp-1.1.H","1-V01-C-mjp-1.1.H","Albury","0"
"1-V01-C-mjp-1","T0","1501.T0.1-V01-C-mjp-1.1.H","1-V01-C-mjp-1.1.H","Albury","0"
"1-V01-C-mjp-1","T0","1977.T0.1-V01-C-mjp-1.2.R","1-V01-C-mjp-1.2.R","Melbourne","1"
"1-V01-C-mjp-1","T0","1978.T0.1-V01-C-mjp-1.2.R","1-V01-C-mjp-1.2.R","Melbourne","1"
"1-V01-C-mjp-1","T0","1979.T0.1-V01-C-mjp-1.2.R","1-V01-C-mjp-1.2.R","Melbourne","1"
"1-V04-C-mjp-1","T0","1172.T0.1-V04-C-mjp-1.1.H","1-V04-C-mjp-1.1.H","Melbourne","0"
"1-V04-C-mjp-1","T0","1173.T0.1-V04-C-mjp-1.2.H","1-V04-C-mjp-1.2.H","Melbourne","0"
"1-V04-C-mjp-1","T0","1174.T0.1-V04-C-mjp-1.3.H","1-V04-C-mjp-1.3.H","Melbourne","0"
"1-V04-C-mjp-1","T0","1951.T0.1-V04-C-mjp-1.5.R","1-V04-C-mjp-1.5.R","Ararat","1"
"1-V04-C-mjp-1","T0","1952.T0.1-V04-C-mjp-1.6.R","1-V04-C-mjp-1.6.R","Ararat","1"
"1-V04-C-mjp-1","T0","1953.T0.1-V04-C-mjp-1.7.R","1-V04-C-mjp-1.7.R","Ararat","1"
"1-V05-C-mjp-1","T0","1235.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1237.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1238.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1239.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1248.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1250.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1252.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1254.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1256.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1257.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1259.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1262.T0.1-V05-C-mjp-1.1.H","1-V05-C-mjp-1.1.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1236.T0.1-V05-C-mjp-1.2.H","1-V05-C-mjp-1.2.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1240.T0.1-V05-C-mjp-1.3.H","1-V05-C-mjp-1.3.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1241.T0.1-V05-C-mjp-1.4.H","1-V05-C-mjp-1.4.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1244.T0.1-V05-C-mjp-1.4.H","1-V05-C-mjp-1.4.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1246.T0.1-V05-C-mjp-1.4.H","1-V05-C-mjp-1.4.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1242.T0.1-V05-C-mjp-1.5.H","1-V05-C-mjp-1.5.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1245.T0.1-V05-C-mjp-1.5.H","1-V05-C-mjp-1.5.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1247.T0.1-V05-C-mjp-1.5.H","1-V05-C-mjp-1.5.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1243.T0.1-V05-C-mjp-1.6.H","1-V05-C-mjp-1.6.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1249.T0.1-V05-C-mjp-1.7.H","1-V05-C-mjp-1.7.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1251.T0.1-V05-C-mjp-1.7.H","1-V05-C-mjp-1.7.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1253.T0.1-V05-C-mjp-1.7.H","1-V05-C-mjp-1.7.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1255.T0.1-V05-C-mjp-1.7.H","1-V05-C-mjp-1.7.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1258.T0.1-V05-C-mjp-1.7.H","1-V05-C-mjp-1.7.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1260.T0.1-V05-C-mjp-1.7.H","1-V05-C-mjp-1.7.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1261.T0.1-V05-C-mjp-1.8.H","1-V05-C-mjp-1.8.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1263.T0.1-V05-C-mjp-1.9.H","1-V05-C-mjp-1.9.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1264.T0.1-V05-C-mjp-1.9.H","1-V05-C-mjp-1.9.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1266.T0.1-V05-C-mjp-1.9.H","1-V05-C-mjp-1.9.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1267.T0.1-V05-C-mjp-1.9.H","1-V05-C-mjp-1.9.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1265.T0.1-V05-C-mjp-1.10.H","1-V05-C-mjp-1.10.H","Melbourne","0"
"1-V05-C-mjp-1","T0","1905.T0.1-V05-C-mjp-1.11.R","1-V05-C-mjp-1.11.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1906.T0.1-V05-C-mjp-1.12.R","1-V05-C-mjp-1.12.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1907.T0.1-V05-C-mjp-1.13.R","1-V05-C-mjp-1.13.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1908.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1910.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1912.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1914.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1915.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1917.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1919.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1923.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1930.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1932.T0.1-V05-C-mjp-1.14.R","1-V05-C-mjp-1.14.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1909.T0.1-V05-C-mjp-1.15.R","1-V05-C-mjp-1.15.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1911.T0.1-V05-C-mjp-1.15.R","1-V05-C-mjp-1.15.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1913.T0.1-V05-C-mjp-1.15.R","1-V05-C-mjp-1.15.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1916.T0.1-V05-C-mjp-1.15.R","1-V05-C-mjp-1.15.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1918.T0.1-V05-C-mjp-1.15.R","1-V05-C-mjp-1.15.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1920.T0.1-V05-C-mjp-1.15.R","1-V05-C-mjp-1.15.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1921.T0.1-V05-C-mjp-1.16.R","1-V05-C-mjp-1.16.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1925.T0.1-V05-C-mjp-1.16.R","1-V05-C-mjp-1.16.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1927.T0.1-V05-C-mjp-1.16.R","1-V05-C-mjp-1.16.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1922.T0.1-V05-C-mjp-1.17.R","1-V05-C-mjp-1.17.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1924.T0.1-V05-C-mjp-1.18.R","1-V05-C-mjp-1.18.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1926.T0.1-V05-C-mjp-1.19.R","1-V05-C-mjp-1.19.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1931.T0.1-V05-C-mjp-1.19.R","1-V05-C-mjp-1.19.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1928.T0.1-V05-C-mjp-1.20.R","1-V05-C-mjp-1.20.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1929.T0.1-V05-C-mjp-1.21.R","1-V05-C-mjp-1.21.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1933.T0.1-V05-C-mjp-1.22.R","1-V05-C-mjp-1.22.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1934.T0.1-V05-C-mjp-1.22.R","1-V05-C-mjp-1.22.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1935.T0.1-V05-C-mjp-1.22.R","1-V05-C-mjp-1.22.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1936.T0.1-V05-C-mjp-1.22.R","1-V05-C-mjp-1.22.R","Ballarat","1"
"1-V05-C-mjp-1","T0","1937.T0.1-V05-C-mjp-1.22.R","1-V05-C-mjp-1.22.R","Ballarat","1"
"1-V08-C-mjp-1","T0","1224.T0.1-V08-C-mjp-1.1.H","1-V08-C-mjp-1.1.H","Melbourne","0"
"1-V08-C-mjp-1","T0","1225.T0.1-V08-C-mjp-1.2.H","1-V08-C-mjp-1.2.H","Melbourne","0"
"1-V08-C-mjp-1","T0","1226.T0.1-V08-C-mjp-1.2.H","1-V08-C-mjp-1.2.H","Melbourne","0"
"1-V08-C-mjp-1","T0","1718.T0.1-V08-C-mjp-1.4.R","1-V08-C-mjp-1.4.R","Bairnsdale","1"
"1-V08-C-mjp-1","T0","1719.T0.1-V08-C-mjp-1.5.R","1-V08-C-mjp-1.5.R","Bairnsdale","1"
"1-V08-C-mjp-1","T0","1720.T0.1-V08-C-mjp-1.6.R","1-V08-C-mjp-1.6.R","Bairnsdale","1"
"1-V12-C-mjp-1","T0","1131.T0.1-V12-C-mjp-1.1.H","1-V12-C-mjp-1.1.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1148.T0.1-V12-C-mjp-1.1.H","1-V12-C-mjp-1.1.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1132.T0.1-V12-C-mjp-1.2.H","1-V12-C-mjp-1.2.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1142.T0.1-V12-C-mjp-1.2.H","1-V12-C-mjp-1.2.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1137.T0.1-V12-C-mjp-1.2.H","1-V12-C-mjp-1.2.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1139.T0.1-V12-C-mjp-1.2.H","1-V12-C-mjp-1.2.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1135.T0.1-V12-C-mjp-1.2.H","1-V12-C-mjp-1.2.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1133.T0.1-V12-C-mjp-1.3.H","1-V12-C-mjp-1.3.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1134.T0.1-V12-C-mjp-1.4.H","1-V12-C-mjp-1.4.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1149.T0.1-V12-C-mjp-1.4.H","1-V12-C-mjp-1.4.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1147.T0.1-V12-C-mjp-1.5.H","1-V12-C-mjp-1.5.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1150.T0.1-V12-C-mjp-1.6.H","1-V12-C-mjp-1.6.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1143.T0.1-V12-C-mjp-1.6.H","1-V12-C-mjp-1.6.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1146.T0.1-V12-C-mjp-1.6.H","1-V12-C-mjp-1.6.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1144.T0.1-V12-C-mjp-1.7.H","1-V12-C-mjp-1.7.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1145.T0.1-V12-C-mjp-1.7.H","1-V12-C-mjp-1.7.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1140.T0.1-V12-C-mjp-1.7.H","1-V12-C-mjp-1.7.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1136.T0.1-V12-C-mjp-1.7.H","1-V12-C-mjp-1.7.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1138.T0.1-V12-C-mjp-1.7.H","1-V12-C-mjp-1.7.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1141.T0.1-V12-C-mjp-1.8.H","1-V12-C-mjp-1.8.H","Melbourne","0"
"1-V12-C-mjp-1","T0","1077.T0.1-V12-C-mjp-1.9.R","1-V12-C-mjp-1.9.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1079.T0.1-V12-C-mjp-1.9.R","1-V12-C-mjp-1.9.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1093.T0.1-V12-C-mjp-1.9.R","1-V12-C-mjp-1.9.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1085.T0.1-V12-C-mjp-1.9.R","1-V12-C-mjp-1.9.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1081.T0.1-V12-C-mjp-1.9.R","1-V12-C-mjp-1.9.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1078.T0.1-V12-C-mjp-1.10.R","1-V12-C-mjp-1.10.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1095.T0.1-V12-C-mjp-1.10.R","1-V12-C-mjp-1.10.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1090.T0.1-V12-C-mjp-1.10.R","1-V12-C-mjp-1.10.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1092.T0.1-V12-C-mjp-1.10.R","1-V12-C-mjp-1.10.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1086.T0.1-V12-C-mjp-1.10.R","1-V12-C-mjp-1.10.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1080.T0.1-V12-C-mjp-1.11.R","1-V12-C-mjp-1.11.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1094.T0.1-V12-C-mjp-1.12.R","1-V12-C-mjp-1.12.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1526.T0.1-V12-C-mjp-1.13.R","1-V12-C-mjp-1.13.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1528.T0.1-V12-C-mjp-1.13.R","1-V12-C-mjp-1.13.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1091.T0.1-V12-C-mjp-1.14.R","1-V12-C-mjp-1.14.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1527.T0.1-V12-C-mjp-1.15.R","1-V12-C-mjp-1.15.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1087.T0.1-V12-C-mjp-1.16.R","1-V12-C-mjp-1.16.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1083.T0.1-V12-C-mjp-1.16.R","1-V12-C-mjp-1.16.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1088.T0.1-V12-C-mjp-1.17.R","1-V12-C-mjp-1.17.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1089.T0.1-V12-C-mjp-1.18.R","1-V12-C-mjp-1.18.R","Bendigo","1"
"1-V12-C-mjp-1","T0","1084.T0.1-V12-C-mjp-1.19.R","1-V12-C-mjp-1.19.R","Bendigo","1"
"1-V23-C-mjp-1","T0","1613.T0.1-V23-C-mjp-1.1.H","1-V23-C-mjp-1.1.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1614.T0.1-V23-C-mjp-1.2.H","1-V23-C-mjp-1.2.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1615.T0.1-V23-C-mjp-1.3.H","1-V23-C-mjp-1.3.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1616.T0.1-V23-C-mjp-1.4.H","1-V23-C-mjp-1.4.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1617.T0.1-V23-C-mjp-1.5.H","1-V23-C-mjp-1.5.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1618.T0.1-V23-C-mjp-1.6.H","1-V23-C-mjp-1.6.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1619.T0.1-V23-C-mjp-1.7.H","1-V23-C-mjp-1.7.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1662.T0.1-V23-C-mjp-1.8.H","1-V23-C-mjp-1.8.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1620.T0.1-V23-C-mjp-1.9.H","1-V23-C-mjp-1.9.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1621.T0.1-V23-C-mjp-1.10.H","1-V23-C-mjp-1.10.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1663.T0.1-V23-C-mjp-1.11.H","1-V23-C-mjp-1.11.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1664.T0.1-V23-C-mjp-1.11.H","1-V23-C-mjp-1.11.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1665.T0.1-V23-C-mjp-1.11.H","1-V23-C-mjp-1.11.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1666.T0.1-V23-C-mjp-1.11.H","1-V23-C-mjp-1.11.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1622.T0.1-V23-C-mjp-1.12.H","1-V23-C-mjp-1.12.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1623.T0.1-V23-C-mjp-1.13.H","1-V23-C-mjp-1.13.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1624.T0.1-V23-C-mjp-1.14.H","1-V23-C-mjp-1.14.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1625.T0.1-V23-C-mjp-1.15.H","1-V23-C-mjp-1.15.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1626.T0.1-V23-C-mjp-1.16.H","1-V23-C-mjp-1.16.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1627.T0.1-V23-C-mjp-1.17.H","1-V23-C-mjp-1.17.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1629.T0.1-V23-C-mjp-1.17.H","1-V23-C-mjp-1.17.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1631.T0.1-V23-C-mjp-1.17.H","1-V23-C-mjp-1.17.H","Melbourne","0"
"1-V23-C-mjp-1","T0","1633.T0.1-V23-C-mjp-1.17.H","1-V23-C-mjp-1.17.H","Melbourne","0"
